dataset	ID	subject	session	run	gender	age	genotype	strain	condition	mediso_ctl	Field	Coil	sequence	TR	TE	FA	volume	year	anesthesia	ventilation	dataset_ref	dataset_DOI	publication_PMID	publication_DOI	diagnostic
AD1	98	272163	b	1	M	19	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297238	10.1523/JNEUROSCI.4762-13.2148	pass
AD1	99	272163	d	1	M	21	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297239	10.1523/JNEUROSCI.4762-13.2149	pass
AD1	100	272164	a	1	M	19	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297240	10.1523/JNEUROSCI.4762-13.2150	pass
AD1	101	272164	c	1	M	19	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297241	10.1523/JNEUROSCI.4762-13.2151	pass
AD1	102	272164	d	1	M	21	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297242	10.1523/JNEUROSCI.4762-13.2152	pass
AD1	103	272165	a	1	M	19	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297243	10.1523/JNEUROSCI.4762-13.2153	pass
AD1	104	272166	a	1	F	19	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297246	10.1523/JNEUROSCI.4762-13.2156	pass
AD1	105	272166	b	1	F	19	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297247	10.1523/JNEUROSCI.4762-13.2157	pass
AD1	106	272168	a	1	F	19	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297252	10.1523/JNEUROSCI.4762-13.2162	pass
AD1	107	272169	a	1	F	19	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297254	10.1523/JNEUROSCI.4762-13.2164	pass
AD1	108	272169	d	1	F	21	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297256	10.1523/JNEUROSCI.4762-13.2166	pass
AD1	109	272170	a	1	F	19	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297257	10.1523/JNEUROSCI.4762-13.2167	pass
AD1	110	272170	d	1	F	21	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297259	10.1523/JNEUROSCI.4762-13.2169	pass
AD1	111	272171	a	1	F	19	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297260	10.1523/JNEUROSCI.4762-13.2170	pass
AD1	112	272171	d	1	F	21	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297262	10.1523/JNEUROSCI.4762-13.2172	pass
AD1	113	272172	a	1	F	8	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297263	10.1523/JNEUROSCI.4762-13.2173	pass
AD1	114	272173	b	1	F	8	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297268	10.1523/JNEUROSCI.4762-13.2178	pass
AD1	115	272173	d	1	F	11	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297269	10.1523/JNEUROSCI.4762-13.2179	pass
AD1	116	272173	e	1	F	11	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297270	10.1523/JNEUROSCI.4762-13.2180	pass
AD1	117	272174	a	1	F	8	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297271	10.1523/JNEUROSCI.4762-13.2181	pass
AD1	118	272174	b	1	F	8	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297272	10.1523/JNEUROSCI.4762-13.2182	pass
AD1	119	272174	d	1	F	11	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297273	10.1523/JNEUROSCI.4762-13.2183	pass
AD1	120	272175	a	1	F	8	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297275	10.1523/JNEUROSCI.4762-13.2185	pass
AD1	121	272175	b	1	F	8	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297276	10.1523/JNEUROSCI.4762-13.2186	pass
AD1	122	272175	d	1	F	11	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297277	10.1523/JNEUROSCI.4762-13.2187	pass
AD1	123	272175	e	1	F	11	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297278	10.1523/JNEUROSCI.4762-13.2188	pass
AD1	124	272176	b	1	F	8	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297280	10.1523/JNEUROSCI.4762-13.2190	pass
AD1	125	272176	e	1	F	11	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297282	10.1523/JNEUROSCI.4762-13.2192	pass
AD1	126	272177	a	1	F	8	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297283	10.1523/JNEUROSCI.4762-13.2193	pass
AD1	127	272177	c	1	F	8	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297284	10.1523/JNEUROSCI.4762-13.2194	pass
AD1	128	272177	e	1	F	11	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297286	10.1523/JNEUROSCI.4762-13.2196	pass
AD1	129	272178	a	1	M	8	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297287	10.1523/JNEUROSCI.4762-13.2197	pass
AD1	130	272178	d	1	M	11	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297289	10.1523/JNEUROSCI.4762-13.2199	pass
AD1	131	272178	e	1	M	11	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297290	10.1523/JNEUROSCI.4762-13.2200	pass
AD1	132	272179	a	1	M	8	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297291	10.1523/JNEUROSCI.4762-13.2201	pass
AD1	133	272179	d	1	M	11	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297293	10.1523/JNEUROSCI.4762-13.2203	pass
AD1	134	272179	e	1	M	11	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297294	10.1523/JNEUROSCI.4762-13.2204	pass
AD1	135	272180	a	1	M	8	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297295	10.1523/JNEUROSCI.4762-13.2205	pass
AD1	136	272180	b	1	M	8	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297296	10.1523/JNEUROSCI.4762-13.2206	pass
AD1	137	272180	d	1	M	11	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297297	10.1523/JNEUROSCI.4762-13.2207	pass
AD1	138	272180	e	1	M	11	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297298	10.1523/JNEUROSCI.4762-13.2208	pass
AD1	139	272182	a	1	M	19	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297302	10.1523/JNEUROSCI.4762-13.2212	pass
AD1	140	272182	d	1	M	21	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297304	10.1523/JNEUROSCI.4762-13.2214	pass
AD1	141	272183	c	1	M	19	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297306	10.1523/JNEUROSCI.4762-13.2216	pass
AD1	142	272183	d	1	M	21	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297307	10.1523/JNEUROSCI.4762-13.2217	pass
AD1	143	272184	d	1	F	21	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297310	10.1523/JNEUROSCI.4762-13.2220	pass
AD1	144	272185	a	1	F	19	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297311	10.1523/JNEUROSCI.4762-13.2221	pass
AD1	145	272591	a	1	M	5	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297314	10.1523/JNEUROSCI.4762-13.2224	pass
AD1	146	272591	b	1	M	5	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297315	10.1523/JNEUROSCI.4762-13.2225	pass
AD1	147	272592	a	1	M	5	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297316	10.1523/JNEUROSCI.4762-13.2226	pass
AD1	148	272593	b	1	M	5	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297319	10.1523/JNEUROSCI.4762-13.2229	pass
AD1	149	272594	a	1	M	5	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297320	10.1523/JNEUROSCI.4762-13.2230	pass
AD1	150	272595	a	1	F	5	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297322	10.1523/JNEUROSCI.4762-13.2232	pass
AD1	151	272595	b	1	F	5	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297323	10.1523/JNEUROSCI.4762-13.2233	pass
AD1	152	272596	a	1	F	5	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297324	10.1523/JNEUROSCI.4762-13.2234	pass
AD1	153	272596	b	1	F	5	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297325	10.1523/JNEUROSCI.4762-13.2235	pass
AD1	154	272597	a	1	F	5	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297326	10.1523/JNEUROSCI.4762-13.2236	pass
AD1	155	272597	b	1	F	5	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297327	10.1523/JNEUROSCI.4762-13.2237	pass
AD1	156	272598	a	1	F	5	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297328	10.1523/JNEUROSCI.4762-13.2238	pass
AD1	157	272598	b	1	F	5	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297329	10.1523/JNEUROSCI.4762-13.2239	pass
AD1	158	272599	b	1	F	5	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297331	10.1523/JNEUROSCI.4762-13.2241	pass
AD1	159	272600	a	1	F	5	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297332	10.1523/JNEUROSCI.4762-13.2242	pass
AD1	160	272601	a	1	F	5	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297334	10.1523/JNEUROSCI.4762-13.2244	pass
AD1	161	272601	b	1	F	5	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297335	10.1523/JNEUROSCI.4762-13.2245	pass
AD1	162	272602	a	1	F	5	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297336	10.1523/JNEUROSCI.4762-13.2246	pass
AD1	163	272602	b	1	F	5	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297337	10.1523/JNEUROSCI.4762-13.2247	pass
AD1	164	272603	a	1	F	5	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297338	10.1523/JNEUROSCI.4762-13.2248	pass
AD1	165	272603	b	1	F	5	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297339	10.1523/JNEUROSCI.4762-13.2249	pass
AD1	166	272604	a	1	F	5	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297340	10.1523/JNEUROSCI.4762-13.2250	pass
AD1	167	272605	a	1	F	5	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297342	10.1523/JNEUROSCI.4762-13.2252	pass
AD1	168	272606	b	1	F	5	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297345	10.1523/JNEUROSCI.4762-13.2255	pass
AD1	169	272607	a	1	F	5	wild-type	B6	ArcAbeta_ctl	no	9.4	CryoPA	SE-GE-EPI	1500	9.3	50	500	2014	iso1.5	no	https://central.xnat.org/data/projects/fMRI_AD_mouse	NA	25297346	10.1523/JNEUROSCI.4762-13.2256	pass
AD2	170	115	1	1	F	13	PSAPP	B6	PSAPP_TG	no	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	171	117	1	1	F	13	PSAPP	B6	PSAPP_TG	no	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	172	118	1	1	F	13	wild-type	B6	PSAPP_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	173	119	1	1	F	13	wild-type	B6	PSAPP_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	174	122	1	1	M	13	PSAPP	B6	PSAPP_TG	no	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	175	123	1	1	M	13	wild-type	B6	PSAPP_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	176	124	1	1	M	13	wild-type	B6	PSAPP_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	177	125	1	1	M	13	wild-type	B6	PSAPP_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	178	126	1	1	M	13	PSAPP	B6	PSAPP_TG	no	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	179	127	1	1	F	13	wild-type	B6	PSAPP_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	180	128	1	1	F	13	wild-type	B6	PSAPP_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	181	129	1	1	F	13	wild-type	B6	PSAPP_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	182	130	1	1	F	13	wild-type	B6	PSAPP_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	183	131	1	1	F	13	PSAPP	B6	PSAPP_TG	no	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	184	132	1	1	M	13	wild-type	B6	PSAPP_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	185	133	1	1	M	13	PSAPP	B6	PSAPP_TG	no	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	186	134	1	1	M	13	PSAPP	B6	PSAPP_TG	no	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	187	135	1	1	M	13	PSAPP	B6	PSAPP_TG	no	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	188	215	1	1	F	13	wild-type	B6	ArcAbeta_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	189	216	1	1	F	13	wild-type	B6	ArcAbeta_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	190	219	1	1	M	13	wild-type	B6	ArcAbeta_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	191	221	1	1	F	13	wild-type	B6	ArcAbeta_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	192	223	1	1	F	13	wild-type	B6	ArcAbeta_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	193	224	1	1	M	13	wild-type	B6	ArcAbeta_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	194	225	1	1	M	13	wild-type	B6	ArcAbeta_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	195	226	1	1	M	13	wild-type	B6	ArcAbeta_ctl	yes	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
AD2	196	228	1	1	M	13	ArcAbeta	B6	ArcAbeta_TG	no	9.4	CryoPA	SE-GE-EPI	1000	9.2	90	360	2016	mediso	yes	https://central.xnat.org/data/projects/fMRI_AD_mouse2	NA	27033685	10.1016/j.neuroimage.2016.03.042.	pass
